;origin;destination;departure;drone
281;(9.732204958067832, 52.33950620082714);(9.702439033105323, 52.33404577534362);00:05:26.33;M600
282;(9.721957621434903, 52.43526163248823);(9.761943266543065, 52.346103219948475);00:05:27.49;W178
283;(9.662996410914626, 52.33393957688899);(9.824592038379137, 52.38316275339091);00:05:28.64;M600
284;(9.658183154814637, 52.40918701334253);(9.745004117342784, 52.337432957450545);00:05:29.80;M600
285;(9.665729765542045, 52.31291239815436);(9.673674783595489, 52.36256565231068);00:05:30.96;M600
286;(9.701069241192556, 52.344938792823804);(9.820724293398861, 52.36288083508017);00:05:32.12;M600
287;(9.712454557685792, 52.42118788275751);(9.710208161645522, 52.39034005217645);00:05:33.27;M600
288;(9.75254081044264, 52.38921818071589);(9.678140947339818, 52.42268550662623);00:05:34.43;M600
289;(9.671528555210124, 52.38274757995884);(9.805145345877468, 52.391871089761295);00:05:35.59;W178
290;(9.827874336309929, 52.35950787808623);(9.672846809407911, 52.32403433496356);00:05:36.74;W178
291;(9.776134370898955, 52.40991398417432);(9.686765253031089, 52.40967950819409);00:05:37.90;Amzn
292;(9.693153928179289, 52.36793477298515);(9.682241344888094, 52.31794211108114);00:05:39.06;W178
293;(9.711431216225565, 52.39172649700045);(9.809062023689505, 52.35525185933674);00:05:40.22;W178
294;(9.70058239213106, 52.33746879454411);(9.792391152849126, 52.375450333144556);00:05:41.37;M600
295;(9.773569063138742, 52.353746890614296);(9.796250307801213, 52.42331400805816);00:05:42.53;M600
296;(9.808205617034298, 52.434712658642795);(9.691158412771818, 52.43716914033868);00:05:43.69;Amzn
297;(9.837977692785444, 52.40932230098396);(9.790459947591177, 52.30460317628678);00:05:44.84;Amzn
298;(9.77279546723954, 52.29804745119923);(9.756173482666041, 52.39013468662111);00:05:46.00;M600
299;(9.695666677806647, 52.36749633311236);(9.76500077764551, 52.30602228342656);00:05:47.16;M600
300;(9.828919017734908, 52.39350422508799);(9.83704845225686, 52.41464061904597);00:05:48.32;M600
301;(9.712498984892152, 52.350688120262014);(9.766035639263782, 52.36166037775751);00:05:49.47;Amzn
302;(9.798141616930442, 52.29970445640137);(9.685101633067354, 52.32508609147657);00:05:50.63;W178
303;(9.745306099817384, 52.302135527826316);(9.749417053458794, 52.41411397822399);00:05:51.79;Amzn
304;(9.81266322946552, 52.36412777486284);(9.650304038191894, 52.435876069607545);00:05:52.94;Amzn
305;(9.720048221021072, 52.41637676362462);(9.779376044489949, 52.35397879023505);00:05:54.10;M600
306;(9.757368893715592, 52.36431465935553);(9.771259887773075, 52.39978948402965);00:05:55.26;M600
307;(9.751070752198917, 52.39465429786437);(9.829634103541403, 52.342674821113356);00:05:56.42;W178
308;(9.723143732535602, 52.37862329518464);(9.779761870811875, 52.38738401701298);00:05:57.57;M600
309;(9.766670809361477, 52.37143653457298);(9.64721172239719, 52.390305097736736);00:05:58.73;W178
310;(9.737449969695973, 52.33928203612682);(9.81476406674741, 52.33308682613505);00:05:59.89;M600
311;(9.830820520112727, 52.319257764148965);(9.826985254475424, 52.352934073254325);00:06:01.05;Amzn
312;(9.760491049004123, 52.38601264371516);(9.790856032616599, 52.3958617852694);00:06:02.20;M600
313;(9.777822784533116, 52.31918056805078);(9.667134655072852, 52.3538452954114);00:06:03.36;W178
314;(9.768754438412012, 52.392599377864805);(9.758499166583583, 52.39732090787303);00:06:04.52;Amzn
315;(9.737688492922313, 52.38900182140995);(9.778517853248006, 52.33248796699608);00:06:05.67;M600
316;(9.68494093033933, 52.40050038173963);(9.814693205376312, 52.43540798485963);00:06:06.83;M600
317;(9.737300423452053, 52.38453432820761);(9.72438264731894, 52.30529148236948);00:06:07.99;W178
318;(9.764045771135203, 52.33618331456051);(9.692072543402935, 52.43093159024453);00:06:09.15;M600
319;(9.811815996387024, 52.334927344332996);(9.72758180370279, 52.361300805335546);00:06:10.30;Amzn
320;(9.770852971839744, 52.417344886015115);(9.659446083130607, 52.34256698938741);00:06:11.46;M600
321;(9.779246168887907, 52.43801266761034);(9.787207905232327, 52.38702664038395);00:06:12.62;W178
322;(9.81486144973196, 52.39847188789848);(9.765709021270945, 52.32811169169631);00:06:13.77;M600
323;(9.78942402625945, 52.371345372019206);(9.660687571834327, 52.39184713644045);00:06:14.93;Amzn
324;(9.674038369515014, 52.37696577246956);(9.778080756623531, 52.31710950001314);00:06:16.09;W178
325;(9.654272834602578, 52.36320705832517);(9.725746270752069, 52.336207260874026);00:06:17.25;Amzn
326;(9.824357419843002, 52.34552836165396);(9.711000717680779, 52.347043816032986);00:06:18.40;M600
327;(9.651284722757582, 52.407676686204034);(9.724371336682353, 52.31504222028599);00:06:19.56;M600
328;(9.777807352386128, 52.31906180760528);(9.779733045437599, 52.34009698584128);00:06:20.72;M600
329;(9.823228322886745, 52.36981920797039);(9.794931023224478, 52.43063790504697);00:06:21.88;M600
330;(9.821600457674288, 52.30325219903222);(9.720270475933326, 52.3502888770629);00:06:23.03;Amzn
331;(9.803396673128553, 52.41008843608872);(9.666569106429213, 52.375916882582175);00:06:24.19;M600
332;(9.685990184061495, 52.355976341706665);(9.836914024752787, 52.3292925749461);00:06:25.35;M600
333;(9.780055912915834, 52.32275552707083);(9.761237821391326, 52.338209939459134);00:06:26.50;Amzn
334;(9.71821650379062, 52.30873475067708);(9.6588205745909, 52.343802505546186);00:06:27.66;W178
335;(9.763098051818691, 52.40375905960814);(9.671800638086436, 52.301624877489644);00:06:28.82;Amzn
336;(9.824312143677194, 52.305159629821766);(9.838263524193449, 52.34772686297355);00:06:29.98;W178
337;(9.70140494221817, 52.41183370288637);(9.77330813850784, 52.38517739830873);00:06:31.13;Amzn
338;(9.78960454276123, 52.36549077123079);(9.754208706648102, 52.362146334386786);00:06:32.29;W178
339;(9.671077587306677, 52.39495217302531);(9.730830831887788, 52.31805679592762);00:06:33.45;Amzn
340;(9.784033965497088, 52.42375803666704);(9.67165781487735, 52.33103883772951);00:06:34.60;Amzn
341;(9.712902709648976, 52.318990905646345);(9.780221615955956, 52.35288662395047);00:06:35.76;Amzn
342;(9.65754858847887, 52.40236032065868);(9.710857276791762, 52.336355321576946);00:06:36.92;W178
343;(9.82079958437479, 52.308440204241116);(9.727479930005986, 52.357901254054475);00:06:38.08;M600
344;(9.780957300537354, 52.36869001685795);(9.742357032063781, 52.31802369869344);00:06:39.23;M600
345;(9.819402937011287, 52.385457492496066);(9.798243148820813, 52.41090793689914);00:06:40.39;W178
346;(9.703475098161414, 52.43656973543681);(9.66371465534901, 52.30892415126459);00:06:41.55;W178
347;(9.653506486740156, 52.31554954516466);(9.778234326041943, 52.404305345372485);00:06:42.71;Amzn
348;(9.67577032071431, 52.33380653858586);(9.825709961244325, 52.2981820486142);00:06:43.86;Amzn
349;(9.836947756059391, 52.38181750217193);(9.73346680582894, 52.31936256085809);00:06:45.02;Amzn
350;(9.842553224213805, 52.32470639823454);(9.778584288862536, 52.40408274664256);00:06:46.18;M600
351;(9.748445825885572, 52.422211122784624);(9.784621950409228, 52.41709715273461);00:06:47.33;M600
352;(9.647929490857003, 52.393267791194155);(9.789848647369157, 52.376093092250485);00:06:48.49;Amzn
353;(9.84105628925246, 52.340668259479216);(9.669522063615704, 52.35889823652264);00:06:49.65;Amzn
354;(9.72691511624252, 52.385101592130745);(9.756447180678839, 52.371096899900024);00:06:50.81;M600
355;(9.65903102968837, 52.43003425057595);(9.691294192464746, 52.39691884888369);00:06:51.96;M600
356;(9.770373325234505, 52.38083356427963);(9.801169110762407, 52.404734237584414);00:06:53.12;Amzn
357;(9.718306588540335, 52.3066124916291);(9.653236056450092, 52.40246364622481);00:06:54.28;W178
358;(9.728735557375167, 52.35460097011997);(9.667007147826986, 52.37825304653841);00:06:55.43;M600
359;(9.828916449894235, 52.36855476025433);(9.796267970669271, 52.34115186635491);00:06:56.59;M600
360;(9.803418219248202, 52.345203853790984);(9.784151147266824, 52.31764635001994);00:06:57.75;M600
361;(9.66797104164958, 52.347179221781786);(9.72581632782666, 52.32478136988709);00:06:58.91;Amzn
362;(9.666602316752265, 52.34738260313065);(9.694422892362367, 52.33789040710104);00:07:00.06;M600
363;(9.679430548718853, 52.3642819951529);(9.808372090398052, 52.3780149240668);00:07:01.22;Amzn
364;(9.6963202146221, 52.42606873886064);(9.65842882232415, 52.367991433815256);00:07:02.38;Amzn
365;(9.782330348154698, 52.32583455215373);(9.699055649673529, 52.31398978701303);00:07:03.53;W178
366;(9.722198803023563, 52.39747405592919);(9.823616397063084, 52.43762159666145);00:07:04.69;M600
367;(9.675436485823747, 52.43734280369359);(9.698295113219665, 52.42932107141025);00:07:05.85;W178
368;(9.643608016838963, 52.393691667631444);(9.661466402249824, 52.30634616808925);00:07:07.01;Amzn
369;(9.657809676747858, 52.4165006997513);(9.776253630058845, 52.387179241231344);00:07:08.16;M600
370;(9.839541103571134, 52.42394214650133);(9.70868277630749, 52.34465599841588);00:07:09.32;Amzn
371;(9.84308518185691, 52.35157995635744);(9.690157904754102, 52.3868342548108);00:07:10.48;W178
372;(9.715249780004031, 52.43045712989505);(9.686379064336307, 52.32833467295048);00:07:11.64;M600
373;(9.827377101338811, 52.378525890808476);(9.674977283349437, 52.33808934000772);00:07:12.79;W178
374;(9.65384729330814, 52.33686163918044);(9.667884996575657, 52.42563610095078);00:07:13.95;W178
375;(9.686734784018423, 52.374503243987704);(9.79367502676901, 52.37390296184459);00:07:15.11;Amzn
376;(9.807839652695524, 52.417922372741245);(9.748432866956612, 52.31646157493822);00:07:16.26;M600
377;(9.65131115618545, 52.34209182663315);(9.646416277822018, 52.31403453895156);00:07:17.42;W178
378;(9.729630860200347, 52.41117161835457);(9.66618810682338, 52.32355998245591);00:07:18.58;M600
379;(9.758323366677688, 52.379528818489234);(9.800100856823754, 52.36541433460564);00:07:19.74;M600
380;(9.711334553564258, 52.3292897165957);(9.839745558561603, 52.41536900463434);00:07:20.89;W178
381;(9.738283000017617, 52.34037902807454);(9.742626620885074, 52.30238121989112);00:07:22.05;M600
382;(9.81767754723862, 52.42843378164871);(9.763302595847005, 52.329403365552864);00:07:23.21;Amzn
383;(9.650709935590193, 52.36905592508018);(9.785631564210096, 52.38407353744901);00:07:24.36;M600
384;(9.686135366981516, 52.43361069587106);(9.788001957951419, 52.42722778295518);00:07:25.52;Amzn
385;(9.643249071351187, 52.318247878502795);(9.659056740885267, 52.361053977533615);00:07:26.68;W178
386;(9.784916715339865, 52.39932674899663);(9.728373584379629, 52.371051195695216);00:07:27.84;M600
387;(9.79734759706977, 52.30341259713324);(9.789923702671953, 52.331589780065805);00:07:28.99;Amzn
388;(9.668274895025109, 52.34776481895194);(9.787789188864137, 52.32486281502311);00:07:30.15;W178
389;(9.650360862493542, 52.40974527307393);(9.74698242770216, 52.37685721900793);00:07:31.31;M600
390;(9.767366768874412, 52.412332371570564);(9.805053893379304, 52.41640541199547);00:07:32.47;M600
391;(9.755358254657276, 52.32066169922148);(9.801232517851652, 52.4304165929436);00:07:33.62;M600
392;(9.727451793680206, 52.35347562988863);(9.79390316569961, 52.3839327240642);00:07:34.78;Amzn
393;(9.700838216754157, 52.38899850061984);(9.808649391225835, 52.38128236049203);00:07:35.94;M600
394;(9.726688446129275, 52.3478182507147);(9.81152737777113, 52.304746384900035);00:07:37.09;M600
395;(9.829461464578454, 52.31322640389799);(9.739976494522423, 52.351901382239866);00:07:38.25;M600
396;(9.729422525223859, 52.38296508262555);(9.833846510140367, 52.361304662153465);00:07:39.41;M600
397;(9.743355563082641, 52.413358559664765);(9.810063333796103, 52.39142051952064);00:07:40.57;M600
398;(9.767299965428448, 52.38639854799102);(9.788854601488149, 52.32204639753903);00:07:41.72;W178
399;(9.74052769212323, 52.40892950805919);(9.678052792583069, 52.388227868336074);00:07:42.88;Amzn
400;(9.718388168451776, 52.41007375426272);(9.685422220834903, 52.35470173465788);00:07:44.04;Amzn
401;(9.70240671739746, 52.40927614606311);(9.800578770172761, 52.32049098251754);00:07:45.19;M600
402;(9.658682857465134, 52.35397516437123);(9.686538791928212, 52.312797569434345);00:07:46.35;M600
403;(9.691176197087888, 52.311370302278455);(9.793737411602061, 52.38646659006915);00:07:47.51;M600
404;(9.720495597226067, 52.41196410550335);(9.841157683324814, 52.427007732724526);00:07:48.67;Amzn
405;(9.819743340151842, 52.31525573702334);(9.751156527348513, 52.39011573397224);00:07:49.82;W178
406;(9.6467144800634, 52.334721601430495);(9.71364326070036, 52.32554439458979);00:07:50.98;M600
407;(9.679753860812019, 52.4286210775402);(9.785848711887018, 52.39268167688672);00:07:52.14;M600
408;(9.80481753557137, 52.43572096849543);(9.775832899255505, 52.37342602713878);00:07:53.30;W178
409;(9.70591005251373, 52.423003457626294);(9.678364722943886, 52.36516698397041);00:07:54.45;Amzn
410;(9.661584517545535, 52.32792826406388);(9.807793802549117, 52.348678884122556);00:07:55.61;W178
411;(9.784927090021712, 52.428747315566795);(9.78543476297693, 52.39452883152348);00:07:56.77;M600
412;(9.787398775881346, 52.302666913578435);(9.787432751431547, 52.31350422530439);00:07:57.92;W178
413;(9.665095295247118, 52.31659547046763);(9.783377130719435, 52.396353492175585);00:07:59.08;M600
414;(9.802033033505698, 52.333626049535276);(9.80402032359469, 52.39558995410905);00:08:00.24;M600
415;(9.691170424647092, 52.29916096602737);(9.753144584241543, 52.39941744671193);00:08:01.40;M600
416;(9.825980278874484, 52.31864828845844);(9.721583535106316, 52.42523147312603);00:08:02.55;M600
417;(9.806826629166478, 52.39760294066997);(9.762459634203891, 52.37112850425053);00:08:03.71;M600
418;(9.755708941666379, 52.38750182208151);(9.694198248883334, 52.30222742926599);00:08:04.87;Amzn
419;(9.739239395274891, 52.41303579074704);(9.735157260873589, 52.403816290714616);00:08:06.02;M600
420;(9.78479431217525, 52.421038555650185);(9.789098065535239, 52.41024838794305);00:08:07.18;W178
421;(9.6888368641265, 52.31406590010869);(9.66548779995023, 52.30367899356358);00:08:08.34;M600
422;(9.714397718520315, 52.35962655056305);(9.698199844449066, 52.39735546837217);00:08:09.50;M600
423;(9.707159536772975, 52.30244998888151);(9.824874088759355, 52.362559343207316);00:08:10.65;M600
424;(9.824969579934328, 52.3995385695847);(9.696281769418176, 52.418040394341766);00:08:11.81;M600
425;(9.808988680625003, 52.358262700311634);(9.806002496345526, 52.34498049716638);00:08:12.97;M600
426;(9.776734215487116, 52.40306923983463);(9.777300868311901, 52.36700537580358);00:08:14.12;M600
427;(9.788101852958652, 52.39964934257715);(9.742195835381931, 52.310072648753845);00:08:15.28;M600
428;(9.827503305325184, 52.327987960020934);(9.765728439891372, 52.340855784556);00:08:16.44;Amzn
429;(9.7543029686453, 52.337094135921326);(9.799595868141084, 52.3461402094094);00:08:17.60;Amzn
430;(9.660471194342431, 52.38579987824303);(9.768330900153076, 52.38960074695044);00:08:18.75;M600
431;(9.781372492639056, 52.342789926961615);(9.702136705813095, 52.32594099228686);00:08:19.91;Amzn
432;(9.797910269459658, 52.37387397031778);(9.832995202014704, 52.38729599368106);00:08:21.07;M600
433;(9.775636050076585, 52.32620256255445);(9.78323727320032, 52.435043834294014);00:08:22.23;M600
434;(9.76183926396548, 52.30035925339197);(9.751288253739903, 52.30422867114995);00:08:23.38;M600
435;(9.685105009432126, 52.3497980644994);(9.82618644753946, 52.4291636649208);00:08:24.54;M600
436;(9.692029391456467, 52.42511792884352);(9.811680853684688, 52.385833709330136);00:08:25.70;W178
437;(9.657543006536514, 52.34982840443806);(9.810995339861277, 52.4064768196861);00:08:26.85;M600
438;(9.687348408751234, 52.333700299424244);(9.752638216673484, 52.38383448789333);00:08:28.01;M600
439;(9.661935490123488, 52.35170132062044);(9.748043094424958, 52.38543639779025);00:08:29.17;M600
440;(9.754615548296625, 52.3595945836337);(9.707614659022449, 52.38381493295259);00:08:30.33;Amzn
441;(9.812553640824513, 52.337354057440045);(9.824069619965693, 52.4245672696011);00:08:31.48;M600
442;(9.668639116160476, 52.41035794481162);(9.738558289122128, 52.35746709181369);00:08:32.64;M600
443;(9.764808249767968, 52.39600527517831);(9.793956287416886, 52.41022609693891);00:08:33.80;W178
444;(9.803950788160272, 52.33991571892801);(9.699531094293846, 52.43224466698158);00:08:34.95;W178
445;(9.711199063927667, 52.42364439189571);(9.669003214489734, 52.33505309457978);00:08:36.11;M600
446;(9.704008873438095, 52.37278412681582);(9.83832216834806, 52.343851140738735);00:08:37.27;W178
447;(9.739138567802048, 52.29883768687737);(9.673276184166486, 52.34993123766629);00:08:38.43;W178
448;(9.704506902959356, 52.34217980587675);(9.689084570320443, 52.33208317136309);00:08:39.58;W178
449;(9.817455314457154, 52.367987033167516);(9.691564807669119, 52.31439714191452);00:08:40.74;M600
450;(9.702805116803836, 52.37509584832977);(9.67102673437051, 52.36274127549357);00:08:41.90;W178
